txn_date,txn_id,acc_num,txn_type,txn_code,amnt,bal
24/01/2024 10:09,BWK5ZB,3575557,credit,11,17.87,199.35
24/01/2024 10:12,B48G5X,8953645,debit,12,29.79,4347.7
24/01/2024 10:17,KQ9ZBN,8213648,debit,15,13.71,178.95
24/01/2024 10:19,S4355I,9222016,credit,10,26.16,89.17
24/01/2024 10:19,D1FIMT,9051412,credit,12,13.59,96.39
24/01/2024 10:19,AFN109,6017063,credit,15,439.2,69917.16
24/01/2024 10:24,2Y3X7S,1471870,debit,14,30.93,4286.8
24/01/2024 10:25,EJWW6X,9687510,credit,13,58.37,1308.39
24/01/2024 10:33,H112DK,3881052,debit,16,8.27,4684.16
24/01/2024 10:34,962X0P,2468158,debit,10,29.67,2694.17
24/01/2024 10:35,MTEKBO,5439779,debit,12,45.05,1640.88
24/01/2024 10:36,44QH2B,3653632,debit,13,12.39,3592.56
24/01/2024 10:38,3QY3BJ,9295093,debit,17,17.25,4743.61
24/01/2024 10:39,DGKR2R,8528650,debit,16,31.87,161.16
24/01/2024 10:39,EU1PNG,8953645,debit,11,6.82,4340.88
24/01/2024 10:39,E4Z4NU,8187666,debit,16,35.62,889.43
24/01/2024 10:40,7KPBQM,4118053,credit,14,200.23,234.43
24/01/2024 10:42,SOJEYZ,3457598,credit,10,17.36,1779.11
24/01/2024 10:45,I0CTWP,2239673,credit,11,13.79,141.18
24/01/2024 10:50,RWB5U0,7716357,debit,17,6.78,5009.86
24/01/2024 10:58,JFXAVL,6036041,debit,16,18.19,3559.76
24/01/2024 10:58,P8DETG,8841831,credit,12,55.45,1092.88
24/01/2024 10:59,6N9H20,4230370,debit,12,19.91,4163.64
24/01/2024 10:59,VSO94V,6062804,credit,15,34.58,100.74
24/01/2024 11:04,CY3S24,5308836,credit,13,26.99,3530.99
24/01/2024 11:13,5JJWAQ,3433138,credit,14,1.94,163.24
24/01/2024 11:13,PP31QU,7597703,credit,10,1.81,426.13
24/01/2024 11:13,S4GBYJ,5954876,credit,10,29.91,229.14
24/01/2024 11:21,LJ2S74,8875115,credit,11,3.72,3673.39
24/01/2024 11:22,5DSYM7,1506624,credit,14,117.88,3605.14
24/01/2024 11:23,ONO6QR,5469374,debit,14,27.17,2091.37
24/01/2024 11:23,XW92PA,3582481,debit,13,23.28,641.71
24/01/2024 11:25,PWZPUA,1851317,debit,16,7.52,4443.91
24/01/2024 11:27,BNUM6Z,8172888,credit,10,19.31,3329.36
24/01/2024 11:29,O6IXEV,3804527,credit,12,73.61,5198.11
24/01/2024 11:33,ODHEZ0,6683205,credit,12,13.05,105.59
24/01/2024 11:39,GDHAA3,5067986,debit,15,27.04,2237.11
24/01/2024 11:41,CMU75X,2009837,credit,15,9.62,1050.96
24/01/2024 11:41,3QVUQE,6068097,credit,15,29.68,2690.43
24/01/2024 11:42,N7XVBW,2558675,debit,17,13.76,2503.01
24/01/2024 11:43,6EQMH1,9360400,debit,14,39.99,4252.17
24/01/2024 11:47,V9SL05,3156359,debit,17,208.61,573.14
24/01/2024 11:48,2BR3QJ,4841988,credit,10,40.9,651.31
24/01/2024 11:51,YASW4D,8342962,debit,14,46.95,1745.88
24/01/2024 11:58,WRBN9L,7554130,debit,11,16.03,2278.03
24/01/2024 11:58,X8MIE0,3913138,credit,10,51.25,2957.64
24/01/2024 12:03,NWOB4E,1506624,debit,17,41.71,3563.43
24/01/2024 12:04,NY4WUN,6614368,credit,12,13.61,199.14
24/01/2024 12:05,CWTS4B,9610210,debit,12,16,1225.84
24/01/2024 12:06,7X1MRO,5521405,debit,17,1478.57,41860.08
24/01/2024 12:11,SG2ANV,1575653,debit,13,33.37,4360.21
24/01/2024 12:11,PNOCXJ,8119490,debit,12,5.64,2823.11
24/01/2024 12:17,0MS8MX,8753621,credit,12,5.97,2175.11
24/01/2024 12:17,XZM4EV,2649308,debit,16,12.39,4488.77
24/01/2024 12:24,W6Z7FN,5653434,debit,17,23.27,1147.37
24/01/2024 12:25,48P83U,2509874,debit,16,29.57,4026.55
24/01/2024 12:27,BDXHTF,4970621,credit,14,32.59,87.82
24/01/2024 12:28,VSA4UU,4391356,debit,16,56.4,3085.27
24/01/2024 12:30,SWCV27,2133911,debit,17,30.19,870.43
24/01/2024 12:30,6VR7V3,4063740,credit,11,3.75,488.27
24/01/2024 12:31,MHIAP0,9212071,credit,14,19.1,226.66
24/01/2024 12:32,AJCW10,3635616,debit,11,49.54,1495.83
24/01/2024 12:36,AEA3RZ,8764847,debit,16,3.51,1940.6
24/01/2024 12:39,RWVK7I,9087074,debit,13,82.21,1838.86
24/01/2024 12:41,V57G1H,7896248,debit,17,34.6,1196.07
24/01/2024 12:42,DR06RH,9636409,debit,11,88.94,4338.93
24/01/2024 12:49,5GEIYS,9870149,credit,13,59.81,175.02
24/01/2024 12:51,EG91NJ,6484460,debit,13,40.23,3678.77
24/01/2024 12:57,ASG82P,9577428,credit,14,18.35,4091.07
24/01/2024 12:57,6M0WEP,4642413,debit,17,16.83,1225.2
24/01/2024 12:57,BWFKA7,6442474,credit,15,22.65,113.12
24/01/2024 12:59,ACBJVY,8543939,credit,14,65.98,4217.85
24/01/2024 13:01,UBAWYP,9257061,credit,10,12.18,3416.21
24/01/2024 13:02,ZRGLCI,7136033,credit,11,7.11,3435.5
24/01/2024 13:02,EDNQKO,6638639,debit,15,29.68,84657.12
24/01/2024 13:07,0FITYC,8126162,credit,15,12.37,2631.92
24/01/2024 13:09,L2SI0Y,4399561,debit,15,35.93,11972.87
24/01/2024 13:10,3SLPPD,3145220,debit,14,45.17,1104.71
24/01/2024 13:10,LLOY2I,9703272,credit,11,19.18,2579.65
24/01/2024 13:10,T22UHW,9040154,credit,13,11.05,3217.54
24/01/2024 13:20,XSUYZ7,6768721,credit,11,15.53,4361.15
24/01/2024 13:21,I8NC65,5927434,debit,15,15.54,15093.59
24/01/2024 13:22,W53AOK,8061274,debit,16,18.57,97077.68
24/01/2024 13:22,0J7DQH,3094921,credit,10,53.36,364.31
24/01/2024 13:23,OXZ5R1,6404727,debit,15,20.46,3372.38
24/01/2024 13:24,1TK97W,6658134,debit,16,20.37,694.97
24/01/2024 13:26,8DGC99,8543939,debit,15,6.23,4211.62
24/01/2024 13:28,YV0N1S,2215686,credit,11,142.24,246.87
24/01/2024 13:28,6EOXTD,5387062,debit,12,13.4,1649.37
24/01/2024 13:32,F9VJ5E,8245446,debit,16,31.6,4891.58
24/01/2024 13:32,12CYVQ,6069992,debit,16,166.29,14864.6
24/01/2024 13:37,K46D8T,3801673,credit,12,22.41,4553.86
24/01/2024 13:39,NGJJVG,9131368,credit,15,6.58,888.87
24/01/2024 13:42,3GFCKK,6715937,debit,13,5.02,1660.09
24/01/2024 13:43,BGSWSC,9688469,credit,13,10.98,103.98
24/01/2024 13:49,34S3VA,6076582,debit,16,36.08,2945.6
24/01/2024 13:56,GYHWSM,8919178,debit,16,6.03,4249.08
24/01/2024 13:56,1GUJMM,8624340,credit,14,5.88,3526.3
24/01/2024 13:57,43FV95,5157380,credit,13,5.95,1363.2
24/01/2024 14:00,PHKEP1,2078136,debit,16,23.3,2191.83
24/01/2024 14:02,K1QARE,8919178,debit,17,69.86,4179.22
24/01/2024 14:03,28HOJR,3518289,debit,11,21.56,55.92
24/01/2024 14:05,QYEOS4,2559369,debit,17,15.01,1986.9
24/01/2024 14:06,QC2KH6,1757121,debit,17,9.46,3674.28
24/01/2024 14:07,XMI437,4904007,credit,15,21.42,17.62
24/01/2024 14:07,73L1MP,6090617,credit,15,292.6,53742.14
24/01/2024 14:08,GCUIDC,8367269,debit,14,11.28,3498.66
24/01/2024 14:08,SM2187,8873713,credit,14,56.71,652.96
24/01/2024 14:13,BPDC9K,4979354,credit,12,17.29,4413.17
24/01/2024 14:14,D3NS8O,5311317,debit,14,22.79,2634.84
24/01/2024 14:14,83H05P,7460147,debit,14,40.01,2722.54
24/01/2024 14:18,8OXNTO,8458319,credit,12,10.63,2520.46
24/01/2024 14:18,JNYW4C,1497199,debit,11,10.7,1282.75
24/01/2024 14:19,YLF89O,3347152,credit,12,14.89,3625.89
24/01/2024 14:24,GZ259P,5075214,debit,17,25.36,83929.93
24/01/2024 14:24,OWOBNH,9524408,debit,16,6.21,4493.33
24/01/2024 14:26,QV3JVA,3540814,debit,17,12.63,4539.67
24/01/2024 14:29,UEBO3A,9661547,debit,11,80.08,1570.25
24/01/2024 14:30,YBP9H8,7397558,debit,12,76.17,32762.67
24/01/2024 14:30,SDP2TU,6272095,debit,16,33.15,4752.88
24/01/2024 14:32,RF3PY0,2693091,debit,12,24.24,2101.64
24/01/2024 14:33,ZU6WVU,5308836,debit,16,16.75,3514.24
24/01/2024 14:35,GRRRIX,3713764,credit,11,26.01,108.68
24/01/2024 14:37,CX7IX9,8772825,credit,14,16.48,144.8
24/01/2024 14:43,SQ4M7Q,5533555,credit,15,16.29,3487.26
24/01/2024 14:45,2ZH9Z1,7968657,credit,10,17.11,-39.39
24/01/2024 14:49,NNM5D7,7771272,debit,16,61.56,4174.36
24/01/2024 14:52,IU3A2P,7957255,debit,13,11.32,3484.79
24/01/2024 14:52,PKIP0D,2361498,debit,17,8.66,4015.65
24/01/2024 14:53,MGZUGS,7204021,credit,13,58.65,317.94
24/01/2024 14:55,ORRBQS,8851881,credit,10,24.37,222.03
24/01/2024 14:56,Q7VJ2S,1582550,credit,11,14.72,4102.56
24/01/2024 14:59,7CTG71,8422426,debit,13,43.33,2578.88
24/01/2024 15:01,C2HCML,6869086,credit,14,25.46,168.77
24/01/2024 15:01,FN708F,1669253,debit,12,10.06,3982.85
24/01/2024 15:03,8CY1R7,6263508,credit,15,17.3,433.79
24/01/2024 15:04,P82BRK,2989394,debit,14,2.2,1637.3
24/01/2024 15:07,YBP9LE,9688469,credit,15,83.73,187.71
24/01/2024 15:07,AR00H3,8195315,credit,13,22.97,119.81
24/01/2024 15:10,2MWPUQ,1293986,credit,11,26.73,79.06
24/01/2024 15:10,M04RF4,1279391,credit,14,4.3,1356.12
24/01/2024 15:14,Y4JRCQ,6950597,credit,15,3.09,4068.49
24/01/2024 15:16,J18YCA,4819814,debit,13,16.63,3465.59
24/01/2024 15:18,AQ42ES,7352337,credit,11,31.23,2215.8
24/01/2024 15:18,R7I9C3,3556442,debit,16,42.58,3367.38
24/01/2024 15:21,0RXKX5,2556547,debit,11,172.41,792.82
24/01/2024 15:24,LXZ1MF,8647269,debit,15,19.62,2074.18
24/01/2024 15:27,78MW5O,9610210,credit,15,14.91,1240.75
24/01/2024 15:29,KWO0RQ,6630304,debit,10,6.27,2419.72
24/01/2024 15:30,PECMM2,6426509,credit,14,19.93,154.86
24/01/2024 15:33,GAQEEH,1623333,credit,14,44.73,800.33
24/01/2024 15:33,C5LAXB,1483814,credit,10,15.59,731.31
24/01/2024 15:39,RK599Q,5004295,debit,17,5.22,2120.9
24/01/2024 15:42,WE403Z,9087074,debit,15,67.04,1771.82
24/01/2024 15:47,BDEE3C,8905557,debit,15,8.72,56221.88
24/01/2024 15:49,9KHFQN,3375739,debit,10,31.75,57404.75
24/01/2024 15:49,YL0ZYL,7086446,debit,11,16.41,1549.53
24/01/2024 15:53,244KLE,8867775,debit,11,5.8,908.44
24/01/2024 15:54,SH6IFA,8653878,debit,15,19.64,4651.81
24/01/2024 15:55,9XC3UT,2603612,credit,11,50.74,60.78
24/01/2024 15:58,MLELKT,9029578,credit,14,22.25,45.45
24/01/2024 16:02,J2YK04,8447253,credit,15,11.75,140.18
24/01/2024 16:02,H96X1F,4129558,credit,10,12.7,17361.85
24/01/2024 16:03,5XA17D,9831830,debit,16,4.84,27629.93
24/01/2024 16:04,X1HHAT,6094383,debit,12,35.27,2687.23
24/01/2024 16:04,5BP5YI,9103276,debit,14,161.99,39876.14
24/01/2024 16:05,VHSV5V,1761521,debit,15,19.09,2887.77
24/01/2024 16:06,TJTABT,5102286,debit,15,8.85,1393.29
24/01/2024 16:14,M3MCTQ,4109839,debit,14,10.96,1043.78
24/01/2024 16:15,NKWJFA,9182607,credit,12,150.6,1126.27
24/01/2024 16:17,PX4S2T,6227643,credit,15,108.2,1619.09
24/01/2024 16:18,BU4HJU,3073359,debit,11,6.49,1988.31
24/01/2024 16:20,TNFVAM,3457598,credit,12,38.43,1817.54
24/01/2024 16:26,YQNYOS,8507815,debit,15,4.03,2429.23
24/01/2024 16:27,Q1YBEU,2674904,debit,16,111.17,2617.7
24/01/2024 16:28,2WVK00,1720154,credit,10,18.32,4173.92
24/01/2024 16:30,JJTVRP,6941984,credit,11,27.05,175.06
24/01/2024 16:36,OJBMZC,4285266,debit,14,12.16,1617.66
24/01/2024 16:38,TBH7W5,5357165,credit,11,13.7,4664.61
24/01/2024 16:41,CAQBKK,3448158,debit,16,21.31,2275.93
24/01/2024 16:42,LH1ANU,2235060,debit,16,21.99,3079.23
24/01/2024 16:43,7AYOKV,8435933,debit,15,23.13,1926.17
24/01/2024 16:45,UCDK8L,1734414,credit,14,30.86,121.35
24/01/2024 16:48,0SKFIZ,5157380,debit,15,10.43,1352.77
24/01/2024 16:53,ZNYBU0,9568200,debit,17,27.02,2708.5
24/01/2024 16:54,OKMB55,5067986,debit,14,13.97,2223.14
24/01/2024 16:54,ED98EU,2340317,credit,10,23.13,25.41
24/01/2024 16:58,15REN1,6340890,debit,16,13.06,2004.09
24/01/2024 16:59,W8SG5I,4261379,credit,11,67.68,3592.31
24/01/2024 16:59,TAUBKL,6690206,credit,15,22.39,3348.08
24/01/2024 17:00,8SD8PN,8996111,credit,11,22.12,132.96
24/01/2024 17:01,XTROW1,9687510,debit,14,27.05,1281.34
24/01/2024 17:01,30Q4RF,8033941,debit,17,21.67,4052.98
24/01/2024 17:04,09C11K,4576806,credit,10,50.3,136.02
24/01/2024 17:06,UAFYGB,6378780,credit,13,141.82,4713.75
24/01/2024 17:08,YX4PLO,8550331,credit,15,194.23,2703.13
24/01/2024 17:09,P2LRK3,1260745,credit,15,6.15,158.31
24/01/2024 17:09,EOO3T7,3370034,debit,10,6,1140.19
24/01/2024 17:11,Q9XKH5,4841988,credit,14,22.52,673.83
24/01/2024 17:12,11TT5X,5226329,debit,11,26.82,906.87
24/01/2024 17:13,UQFGCI,8793023,debit,16,22.36,3524.74
24/01/2024 17:17,60F5RX,5129975,credit,15,13.35,3829.59
24/01/2024 17:17,ICNIC4,5961585,credit,15,7.29,1180.35
24/01/2024 17:18,KNPOUM,3637861,credit,11,236.27,363.45
24/01/2024 17:19,GAZX43,1343531,debit,14,5.9,501.56
24/01/2024 17:19,KPLFCD,4489551,credit,12,14.65,4838.77
24/01/2024 17:20,2HABNO,3763580,credit,13,3.19,2729.85
24/01/2024 17:22,L8TJ7C,2563687,debit,16,183.81,96709.87
24/01/2024 17:24,3DGAMR,6182063,debit,11,25.4,3348.38
24/01/2024 17:25,8E9K7F,6497386,debit,11,17.93,4622.94
24/01/2024 17:25,TOHCMP,7499456,debit,13,14.45,1955.84
24/01/2024 17:31,N53ATA,3352288,credit,14,23.89,11374.99
24/01/2024 17:33,LV1RHD,8053232,credit,10,11.81,365.06
24/01/2024 17:35,77OZMW,5917440,debit,17,38,1811.12
24/01/2024 17:40,HDL89A,5143569,credit,11,11.94,51114.26
24/01/2024 17:41,38FC6Q,1471870,debit,12,48.02,4238.78
24/01/2024 17:41,3NBO1Y,1996476,debit,12,17.31,18565.23
24/01/2024 17:46,QBT4IN,1292772,credit,11,35.06,157.54
24/01/2024 17:48,67Q3IV,2525026,credit,11,3.91,3201.3
24/01/2024 17:50,2DBT1M,2279145,credit,13,19.97,3473.98
24/01/2024 17:51,GXWOT0,6898816,debit,10,3.02,4345.14
24/01/2024 17:52,NUFFKU,8507815,debit,12,5.79,2423.44
24/01/2024 17:53,QQFMXM,9845204,credit,13,152.21,721.09
24/01/2024 17:54,2TRRM0,9712954,debit,17,219.36,2763.07
24/01/2024 17:55,4RT2WM,9174493,credit,14,34.84,53163.59
24/01/2024 17:55,EZH6CD,8049576,debit,13,31.28,2131.33
24/01/2024 17:58,QNUBUG,8029814,debit,13,44.66,2659.67
24/01/2024 17:58,9RAY5E,6873817,debit,16,8.7,912.97
24/01/2024 17:59,HAB8OF,3676755,credit,10,14,1281.3
24/01/2024 18:00,R9KVIE,3786403,credit,15,55.09,116.16
24/01/2024 18:03,W06P6C,2620491,debit,10,32.69,641.34
24/01/2024 18:05,EFQK2B,5688286,credit,13,85.53,4403.44
24/01/2024 18:06,GE7701,3454324,debit,17,45.77,2855.21
24/01/2024 18:09,UDDXMO,3875389,credit,11,12.05,4889.11
24/01/2024 18:11,JUMEWT,5533555,debit,11,60.87,3426.39
24/01/2024 18:13,B9QMBQ,7187475,credit,14,18.52,86.38
24/01/2024 18:14,NP8O05,5690772,debit,12,44.8,3977.97
24/01/2024 18:15,OCUS4R,5690772,debit,15,18.38,3959.59
24/01/2024 18:16,1XR5GU,7466793,debit,16,10.69,444.57
24/01/2024 18:17,MQY2SJ,4086352,debit,11,24.7,4312.13
24/01/2024 18:18,7VXAXN,7679464,debit,10,26.73,707.62
24/01/2024 18:22,J3XODU,4712044,credit,10,9.18,96.16
24/01/2024 18:26,KW939P,7155097,credit,12,133.96,293.57
24/01/2024 18:27,PNLD2L,9714450,debit,17,3.9,2305.76
24/01/2024 18:33,VL6DU6,3073359,credit,11,19.89,2008.2
24/01/2024 18:36,V9DLVT,3780056,debit,16,307.31,52981.93
24/01/2024 18:44,3XJROU,3344411,credit,14,10.43,47211.15
24/01/2024 18:44,SCSESU,5599198,credit,14,8.79,69.44
24/01/2024 18:45,F7CON8,8867775,debit,11,94.41,814.03
24/01/2024 18:45,YXV2ME,8514295,credit,14,8.67,116.7
24/01/2024 18:47,YN2Z8R,4751816,debit,13,59.91,1160.66
24/01/2024 18:48,4BMYB3,4561921,debit,12,76.7,1486.92
24/01/2024 18:48,2GWS5I,9782932,credit,11,13.12,220.87
24/01/2024 18:51,03GDIJ,9018340,credit,12,19.12,107.14
24/01/2024 18:52,YHEX7P,8312499,credit,12,16.35,3222.96
24/01/2024 18:54,F6ODEY,3582481,debit,16,9.49,632.22
24/01/2024 18:54,DAZ74G,6855573,credit,15,60.84,2015.19
24/01/2024 18:57,5E622P,2858730,credit,15,8.17,78.57
24/01/2024 19:04,3R43D4,1483814,credit,10,27.3,758.61
24/01/2024 19:04,HWPRS0,6658134,debit,15,15.06,679.91
24/01/2024 19:05,KZYCSE,7178626,debit,17,33.71,150.87
24/01/2024 19:05,V0I8GP,2649308,credit,14,33.43,4522.2
24/01/2024 19:11,E9PWYQ,7959365,credit,12,15,4929.26
24/01/2024 19:14,PSGBCW,8112799,credit,12,434.95,628.73
24/01/2024 19:15,CYCLF2,9040154,credit,15,5.6,3223.14
24/01/2024 19:16,3LSNJ0,3111432,credit,11,64.27,64.27
24/01/2024 19:17,1L48MX,8147581,debit,16,29.16,3275.42
24/01/2024 19:19,L1P5RH,4828056,credit,10,48.58,3695.31
24/01/2024 19:21,QHCCBB,7078485,credit,14,112.71,351.15
24/01/2024 19:25,WASWCA,3960701,credit,11,31.73,83.28
24/01/2024 19:26,QOE0FR,7595502,credit,11,15.48,1647.94
24/01/2024 19:30,0CIBYB,1936271,credit,13,5.5,1779.79
24/01/2024 19:34,LUCNJ0,8112799,credit,11,5.94,634.67
24/01/2024 19:38,AVPTS1,4710036,credit,12,107.93,590.55
24/01/2024 19:39,14BANU,4435329,debit,11,4.64,42553.94
24/01/2024 19:40,8MIX0O,6087535,credit,11,20.48,189.99
24/01/2024 19:42,41NJE3,7826857,debit,16,31.35,3167.08
24/01/2024 19:42,P3FK84,5274953,debit,15,25.04,3581.93
24/01/2024 19:42,O6SQ09,3387597,debit,13,108.46,1354.98
24/01/2024 19:43,ZF3G2C,2455618,debit,17,10.34,4804.55
24/01/2024 19:44,FXY0RW,4603277,credit,10,46.18,90.65
24/01/2024 19:48,X4R8QG,4820584,credit,11,151.19,297.47
24/01/2024 19:49,M7AMV4,4283407,credit,10,6.52,2706.85
24/01/2024 19:52,7I81XY,5251843,debit,10,18.39,4460.8
24/01/2024 19:53,0C9JUS,7768836,credit,12,7.25,3322.3
24/01/2024 19:55,BHISBV,4710036,credit,11,48.52,639.07
24/01/2024 20:00,ZC9YN6,5629380,debit,15,105.21,1415.84
24/01/2024 20:01,HP1F2Q,1860260,debit,16,47.04,3317.46
24/01/2024 20:02,XCGP4Y,5308836,debit,10,75.41,3438.83
24/01/2024 20:06,W31B4Z,7713292,credit,14,9.42,254.8
24/01/2024 20:09,ROA49O,4322309,credit,13,6.43,1450.73
24/01/2024 20:09,1G0FUV,6638639,debit,17,5.05,84652.07
24/01/2024 20:13,B9TSXF,6182063,debit,12,1.42,3346.96
24/01/2024 20:13,MOPHY3,1667019,credit,10,51.29,454.27
24/01/2024 20:16,5QO4IV,2856546,debit,17,17.02,1264.49
24/01/2024 20:16,018ZU6,6598336,credit,15,40.65,118.27
24/01/2024 20:17,XSZTVS,5343103,credit,12,3.84,193.74
24/01/2024 20:20,WT7845,5841480,credit,11,11.18,4173
24/01/2024 20:23,H2ZZF8,9742603,credit,13,21.99,2025.4
24/01/2024 20:24,RE8IV8,6923407,debit,10,8.98,26124.65
24/01/2024 20:29,DUGAAZ,4327609,credit,12,9.17,120.09
24/01/2024 20:29,I63AX2,8429070,credit,13,39.73,327.01
24/01/2024 20:30,9DSRUX,7028856,debit,16,58.2,3763.27
24/01/2024 20:31,5E7L7W,1426359,debit,16,14.21,2446.93
24/01/2024 20:31,Y3BXKF,6775393,credit,10,151.2,246.13
24/01/2024 20:31,KHWBFA,2096096,debit,12,5.63,3675.74
24/01/2024 20:31,P0LW38,6666483,debit,15,14.07,1100.55
24/01/2024 20:34,2TAWKA,3542463,debit,13,8.13,4881.35
24/01/2024 20:36,AANCU7,9002416,credit,11,52,104.17
24/01/2024 20:36,GBTKXO,5180566,debit,13,94.08,4651
24/01/2024 20:39,4C8MA3,3069414,credit,10,21.52,55481.31
24/01/2024 20:42,CLD4FW,9198215,credit,12,21.32,3257.15
24/01/2024 20:46,SPWOQE,3137851,debit,16,23.16,41197.3
24/01/2024 20:46,JIYIL1,8119490,debit,13,6.63,2816.48
24/01/2024 20:54,OWZGVN,9358004,debit,16,9.13,1107.62
24/01/2024 20:55,RIGD8S,8809180,debit,17,10.31,30168.83
24/01/2024 20:55,MT8RUH,5209090,debit,11,62.4,506.33
24/01/2024 20:56,MC8Z3O,4312918,debit,17,11.12,17699.99
24/01/2024 20:56,6PFMT9,7531105,debit,11,10.17,955.61
24/01/2024 21:01,5GJFTK,6873817,credit,10,43.46,956.43
24/01/2024 21:02,INYXTX,9661547,debit,11,160.01,1410.24
24/01/2024 21:03,7SIS1B,5430451,debit,16,25.53,3386.51
24/01/2024 21:04,HF55ZU,8179095,debit,13,11.36,5143.94
24/01/2024 21:05,3XWF8O,5198999,credit,14,53.5,146.02
24/01/2024 21:08,0I7K26,7423534,debit,16,9.87,3127.57
24/01/2024 21:13,865EO9,7223532,credit,10,22.14,2529.69
24/01/2024 21:14,9HSYBO,7149463,credit,15,105,2907.53
24/01/2024 21:15,FKEAGZ,1345436,credit,14,53.27,2582.37
24/01/2024 21:16,ONMQED,9201875,debit,11,10.41,4659.92
24/01/2024 21:18,CJKF19,9109673,debit,17,1150.99,2722
24/01/2024 21:22,7EJXTW,6782458,credit,12,61.56,138.32
24/01/2024 21:23,B5IAAP,7890072,debit,14,23.39,2681.62
24/01/2024 21:26,6JWOYF,7451647,debit,13,16.47,1516.49
24/01/2024 21:27,KQWGT9,2222237,debit,16,23.95,2332.67
24/01/2024 21:29,UU02O1,7559356,credit,15,19.16,2870.69
24/01/2024 21:30,IN6727,7086446,credit,15,55.33,1604.86
24/01/2024 21:30,L96FE6,5160417,debit,17,9.63,3844.19
24/01/2024 21:31,MLEQHZ,8695258,debit,15,53.2,78863.65
24/01/2024 21:34,PXYWJ0,1561265,debit,13,6.33,3779.79
24/01/2024 21:35,XFQRLZ,9249465,debit,17,23.65,75705.06
24/01/2024 21:36,KXG4NV,8817892,debit,11,23.13,3946.78
24/01/2024 21:37,1X0MDI,3205254,debit,11,24.97,2915.61
24/01/2024 21:38,71WKC7,9802225,credit,10,4.98,45.87
24/01/2024 21:39,UCLHQ2,2467737,credit,14,9.73,4438.73
24/01/2024 21:40,HQFGHD,6706941,credit,10,11.61,4195.39
24/01/2024 21:40,7DRGGM,7669810,credit,12,18,119.45
24/01/2024 21:44,4D4XJN,4527899,debit,17,19.82,3345.82
24/01/2024 21:44,VA2RJ7,8092512,debit,17,12.65,3230.62
24/01/2024 21:48,2WUISW,9382206,credit,10,187.84,196.96
24/01/2024 21:48,AJTBOO,6025684,credit,13,13.24,385.38
24/01/2024 21:50,0MD5PP,6121020,credit,10,76.25,1283.1
24/01/2024 21:51,HVYS27,2921363,credit,10,7.54,164.45
24/01/2024 21:53,PVK8R6,6051082,debit,13,19.71,722.72
24/01/2024 21:57,ENNNGV,8367269,credit,10,13.28,3511.94
24/01/2024 21:59,MKT8UE,8317168,debit,15,11.31,3649.58
24/01/2024 21:59,1NCV10,8721720,credit,15,35.98,111.51
24/01/2024 22:00,8RY49L,5811178,credit,14,24.12,126.72
24/01/2024 22:01,U8T7O9,7397558,debit,17,36.54,32726.13
24/01/2024 22:04,0OZZHN,6170953,credit,14,82.31,125.64
24/01/2024 22:05,OOK64O,7734271,credit,12,7.43,1321.85
24/01/2024 22:05,HW6GNW,9173246,debit,16,14.88,843.71
24/01/2024 22:07,16L0IF,1850175,debit,16,43.3,2618.4
24/01/2024 22:11,6WS14J,9076005,debit,12,50.72,1253.63
24/01/2024 22:15,2QFQ4C,6623533,credit,13,7.81,2571.17
24/01/2024 22:16,CCNNAL,8868273,debit,16,34.95,139.51
24/01/2024 22:18,REC60Q,8147581,credit,13,12.42,3287.84
24/01/2024 22:20,70D278,6158615,credit,11,12.72,57.58
24/01/2024 22:28,41L8NH,8913089,credit,12,18.29,432.06
24/01/2024 22:29,KZTMPL,9714450,credit,12,5.96,2311.72
24/01/2024 22:35,WUFPP9,7034167,credit,13,18.24,216.84
24/01/2024 22:36,Z1Y9WN,2257198,credit,13,12.61,4365.08
24/01/2024 22:36,AZSVHE,3808765,credit,11,35.06,73.55
24/01/2024 22:36,CKOO80,9269458,credit,15,15.04,1071.76
24/01/2024 22:39,I2OAO8,8957106,credit,15,26.1,3217.13
24/01/2024 22:39,PXJ9QJ,8394021,debit,15,13.68,4328.23
24/01/2024 22:42,JFQCD1,9693784,credit,11,8.39,296.92
24/01/2024 22:48,XUCF4K,8957106,debit,16,2.15,3214.98
24/01/2024 22:51,HWJLK5,9144569,debit,11,8.34,2560.33
24/01/2024 22:51,UUCW0R,6914614,debit,11,17.25,1554.29
24/01/2024 22:53,2PBUQM,2257198,debit,15,5.7,4359.38
24/01/2024 22:54,OH5FVT,4527899,debit,17,9.24,3336.58
24/01/2024 22:55,PRHV99,7957255,credit,15,5.51,3490.3
24/01/2024 22:56,FIM6TO,5876423,credit,13,27.84,187.49
24/01/2024 23:02,WVWMQP,8047602,debit,17,17.14,15743.69
24/01/2024 23:03,AUKWRR,6000039,credit,15,21.01,793.19
24/01/2024 23:03,CRBY7I,4086352,debit,17,130.47,4181.66
24/01/2024 23:04,N3A5N9,9559408,debit,16,4.94,3443.79
24/01/2024 23:08,QDQAPT,2949658,debit,16,20.22,1919.31
24/01/2024 23:14,LHTH1H,8841462,debit,15,16.79,1412.41
24/01/2024 23:15,177UVV,9845369,credit,13,13.09,4588.13
24/01/2024 23:17,5PK4BL,2540817,credit,11,85.94,182.5
24/01/2024 23:20,O2M2EI,8216741,debit,12,8.9,3140.09
24/01/2024 23:20,007UL0,7516911,credit,14,14.77,1838.24
